Title,Board
戰爭就是閩南政權垮台的痛點,hate_politics
看下脆根本沒人認同賴清德中華民國團結說,hate_politics
2026民進党與八炯可以繼續合作嗎？,hate_politics
丁瑀：國民黨裡面有很多親共媚共甚至已經,hate_politics
和平太久才會沒有危機意識,hate_politics
約談黃國昌人頭／凱思金主姻親表弟遭鎖,hate_politics
民進黨應該讓苗在高雄選,hate_politics
姻親是黃國昌老婆的l姓表弟,hate_politics
黃國昌幫自己修法，勾串證人滅證、免羈押,hate_politics
日本f15被中國j15鎖爛了，中國軍力比青鳥,hate_politics
烏克蘭死多少人，民進黨內心不會不安？,hate_politics
台灣志願役的問題,hate_politics
t21請進，柯文哲說過....,hate_politics
berotec會被什麼事釣到發文？,hate_politics
願意保衛台灣但不願意當兵是啥邏輯,hate_politics
賴清德會有李登輝的gus嗎？,hate_politics
連台獨都不敢的孬種，是要保護啥？,hate_politics
網軍鎖定黃暐瀚  真。毛骨悚然,hate_politics
女生不當兵用什麼保衛台灣？,hate_politics
中共早就跟美軍交手過了,hate_politics
日本又強震 阿館會捐錢嗎？,hate_politics
最新民調：藍白均有3成不願意保衛台灣,hate_politics
所以民進黨的台獨進度報告,hate_politics
沒「前」板主帶領，政黑該怎再次躍上新聞,hate_politics
黑熊是忘了大罷免32:0嗎？,hate_politics
民眾黨許甫請進,hate_politics
台灣主權決議文跟九二共識一樣廢物文獻,hate_politics
國民黨要民調贏就贏，輸也要贏的遊戲,hate_politics
路易莎營收低就是當初的報應吧,hate_politics
點兵嘉義市施壓藍白整合 黃國昌拍板：張,hate_politics
張啓楷出戰嘉義市長 地方盛傳民眾黨找「,hate_politics
香港父母帶小孩去深圳玩的目的,hate_politics
苗博雅的戰爭論是想表達什麼?,hate_politics
所以能認定台獨不獨是假議題了嗎？,hate_politics
南韓驚爆12萬台監視器畫面遭駭！非法「裸,hate_politics
貪污助理費除罪 到底有什麼問題?,hate_politics
「政治是一時、為人父母是一輩子」賴瑞,hate_politics
有一說一 所以預算案會怎樣收場?,hate_politics
所以國民黨不會擋軍購了吧?,hate_politics
【禁聞】詭異！中國多地無人機半夜噴灑,hate_politics
google 也不給民進黨跟賴清德面子耶,hate_politics
高雄市市長候選民進黨四傑優點？,hate_politics
2中國女遊日「假冒台灣人」！ 京都壽喜燒名店一句話拆穿,hate_politics
是什麼動力讓橘子永久逃亡海外??,hate_politics
海角阿扁重磅回歸鏡週刊!!,hate_politics
駁心結說 鄭麗文喊盧秀燕「就是太陽」,hate_politics
台獨已經死透了吧?,hate_politics
馬克宏向中國放話：不縮減貿易逆差就課,hate_politics
為啥反智苗要洗戰爭不可怕的風向,hate_politics
我第一次看到全世界有人這樣自嗨的,hate_politics
青鳥失守街亭了嗎?,hate_politics
現代戰爭根本不可怕.也不會死什麼人！,hate_politics
賴清德不敢宣布台獨是怕被斬首嗎,hate_politics
靠背 美國拿中國那麼多貸款喔！？,hate_politics
能說原諒的只有女童,hate_politics
黃國昌：賴清德打嘴砲30年夠了吧？,hate_politics
這次霸凌我真服了洗地的塔綠跟信徒,hate_politics
2025年人均gdp購買力排名預測,hate_politics
所以黃國昌的邏輯是什麼？,hate_politics
脆爆料：國民黨新北議員參選人霸凌同學,hate_politics
陳菊會不會早就已經,hate_politics
我三屆都投民進黨結果要擔心阿共打過來?,hate_politics
黃國昌震怒：賴清德還要嘴砲台獨多久？,hate_politics
可以依照憲法立法要民進黨統一嗎,hate_politics
慟！朱學恆不聊政治時事改聊歷史了,hate_politics
苗澤東知道烏克蘭面積60萬平方公里嗎,hate_politics
柯文哲本周言詞辯論　陳佩琪再控北檢「騙票收索」,hate_politics
青鳥有為了抗中做多少犧牲嗎？,hate_politics
到底哪時後才能倒閣 換掉厚臉皮卓榮泰,hate_politics
為何青鳥要反對國民黨提的貪污除罪化 ?,hate_politics
日本歌手承認自己中國人就可以上台了？,hate_politics
霸凌仔事情也告一段落，該總結一下,hate_politics
徐國勇：基隆市長提名人選非常棒　盼月底,hate_politics
賴瑞隆哭給誰看？53天後才道歉！他怒轟「民主哭神」大戲上演,hate_politics
國民黨捲錢逃難丟下國民跟家屬,hate_politics
cheap評漢來日月行館外觀醜沒查證誰蓋?,hate_politics
認真問！你何時發現台獨是打假球的？,hate_politics
許甫監督矢板明夫吃什麼食物xddd,hate_politics
賴清德指台灣本已獨立「國號不需更動」,hate_politics
為啥中國還是想要武統台灣阿,hate_politics
兩岸開戰白粉可以負責當詐騙軍,hate_politics
12月份政治大戲剩高虹安二審嗎？,hate_politics
全球慘付代價！中國出口海嘯肆虐 貿易順,hate_politics
韓入境卡寫中國台灣遲未改　綠委籲政府,hate_politics
薯條加大、助理費放口袋、貪污五萬免罪,hate_politics
藍白暴民倒讚到志祺想去日本很可悲,hate_politics
從高雄市長候選人看出國民黨的民主,hate_politics
台中一直跳 江啟臣無視 台中人照投,hate_politics
政黑板怎麼看侯友宜唸簡訊的行為？,hate_politics
「吃海鮮挺日本」千人宴一桌3萬　許甫,hate_politics
國民黨提案 黨政軍介入媒體除罪化,hate_politics
刪反共黨章換鄭習會？ 基層憂紅統標籤上身,hate_politics
黃暐瀚threads：四個為什麼？,hate_politics
青鳥都不在乎被霸凌8歲女童心理創傷,hate_politics
三次總統大選，為什麼台北投綠最多？,hate_politics
為什麼青鳥對中國人這麼不友善？,hate_politics
柯文哲從政來的重要代表作?,hate_politics
台中又跳了 怎麼回事,hate_politics
藍白：助理費匯到立委帳戶，是先進立法,hate_politics
變態青鳥偷拍黃國昌老婆也拍未成年,hate_politics
台派的堅持,hate_politics
贊成封鎖小紅書一年嗎？yahoo民調揭網友,hate_politics
為什麼青鳥都不看憲法寫什麼？？,hate_politics
藍白：助理費犯罪太多所以要改掉,hate_politics
政治與私利勿凌駕人性,hate_politics
蔣經國的3個兒子都活不到60歲,hate_politics
日本加重who角色 世衛秘書長承諾加強與台,hate_politics
藍白粉：藍提案詐助理費無罪要歸功民進黨,hate_politics
馬防部證明官兵涉入詐騙集團 強調毋枉毋,hate_politics
藍白強推貪汙5萬內無罪,hate_politics
政治真是失意者的天堂,hate_politics
板上藍白 為何你們支持索賄5萬不算貪汙,hate_politics
「電鍋案」掀輕罪重罰討論　法務部推修法,hate_politics
獨家》國會助理工會週五赴議場抗議 盼,hate_politics
小紅書鎖了等於沒鎖！網友簡單 2 招繼續,hate_politics
原來賴瑞隆子才是被欺負的那位！,hate_politics
根據可靠消息應該是中分龜頭要見習近平,hate_politics
知不知道我爸爸是誰？,hate_politics
笑死助理費案國民黨暫時縮了,hate_politics
藍白腦開始洗 台北不藍、都是中間選民,hate_politics
民主的漏洞是不是像陳玉珍這種？,hate_politics
子不教 父之過,hate_politics
國民黨為何推貪汙除罪化，板上藍腦還支持,hate_politics
一票護航賴瑞隆　cheap毛骨悚然：把「霸,hate_politics
賴總統：台灣樂意幫助中國解決經濟問題,hate_politics
如果藍白霸凌，小草會怎麼雙標,hate_politics
陳玉珍再提地方助理補助費 不受貪污、刑法規範,hate_politics
陳其邁臉書追蹤,hate_politics
到底誰才是對的,hate_politics
貪污助理費最多的不是民進黨嗎？,hate_politics
32:0支持 有貪污可能就修法成排除貪污,hate_politics
秀選舉借貸存摺明細 陳佩琪控檢方：根據,hate_politics
請問貝森特這段採訪是否表示北約解體,hate_politics
高市早苗內閣支持度重挫6.2%,hate_politics
民進黨高雄市市長人選,hate_politics
新竹公務員負擔飆升成全國最重 人口暴,hate_politics
沈伯洋的女兒是不是碰到賴瑞隆的兒子？,hate_politics
陳珮琪；2018我們借錢選舉 2023逛豪宅,hate_politics
saltlake 進來,hate_politics
小紅書被禁小草怎麼不衝立法院?,hate_politics
黃國昌溫柔評助理費:可以多聽聽其他意見,hate_politics
沈伯洋揭露台灣社會長期治安敗壞,hate_politics
媒體可靠消息：鄭麗文要去見習近平,hate_politics
歐美人幹嘛不去中國退休,hate_politics
陳玉珍推助理費修法惹議　黃國昌籲「先,hate_politics
陳玉珍好像蒂法,hate_politics
大港開唱是怎在國民黨唱雖下愈來愈好?,hate_politics
台灣民主慘遭賴清德沒收記者會？？？,hate_politics
高雄青鳥之都終究將成為霸凌之都,hate_politics
別的國家都在追髒錢了 反觀....,hate_politics
蔣萬安明年1對1有機會拿65%嗎？,hate_politics
鄭麗文遞出橄欖枝 鍾東錦鬆口接受國民黨,hate_politics
賴清德想連任，先跟柯文哲下跪道歉吧,hate_politics
脆上面正在追殺「假台派」,hate_politics
警方很針對puma,hate_politics
代母出征 應曉薇女兒應佳妤 表態接棒,hate_politics
吳淑珍跟第三夫人誰囂張？,hate_politics
柯文哲痛恨陳菊 真的是先知,hate_politics
賴瑞隆：網路充斥假消息相信只會撕裂台灣,hate_politics
陳其邁有幾顆頭？,hate_politics
應佳妤跳出來對決鍾小平了 柯智堯呢？,hate_politics
綠營內部鬥起來是不是真的很恐怖？,hate_politics
tvbs台北市長民調，綠營洗洗睡,hate_politics
賴總統：留「中華民國」助團結 鄭麗文：,hate_politics
怎麼青鳥一直帶風向說大家在欺負賴兒？,hate_politics
高雄的演唱會文化能延續嗎？,hate_politics
脆上面夢境文,hate_politics
游淑慧 鍾小平 這兩個人還不開除黨籍嗎？,hate_politics
最近高嘉瑜存在感這麼高是不是要參選台北,hate_politics
快訊／沈伯洋陪女兒突遭嗆「被通緝活該,hate_politics
賴瑞隆如果沒這樁會是他出來選嗎？,hate_politics
藍白何時要公佈賴清德全家,hate_politics
笑死人！詐團直接攻入馬防部,hate_politics
兒涉霸凌是否參選到底？賴瑞隆：持續在政,hate_politics
四叉貓跟高雄小賴是好友 藍白發抖了,hate_politics
台獨金孫賴清德宣布中華民國才能團結台灣,hate_politics
蔣萬安改名怎麼沒改徹底？,hate_politics
"賴瑞隆穩了,高雄市長應該沒問題了",hate_politics
民進黨政府不獨，國民黨卻要刪反共黨章?,hate_politics
錢都敢放自己口袋了，他會怕選民政治責任,hate_politics
傳國民黨要刪「反共」黨章？柯志恩抿嘴：茲事體大！這部分可,hate_politics
12/8了，政黑484該關心下前版主去向？？,hate_politics
板橋氣爆、藍白直接一句那高雄氣爆,hate_politics
館長身高180cm，開戰戰力很強吧？,hate_politics
中日關係緊張不影響　壽司郎上海開2店！,hate_politics
為什麼媽媽貪污，小孩選議員？,hate_politics
賴證實了 高雄孩子一個比一個可怕？,hate_politics
賴瑞隆子女涉霸凌　柯志恩喊「翻篇了」,hate_politics
快訊／台中北屯傳巨響！29歲男「離家上,hate_politics
小孩本人是不是很衰小？,hate_politics
陳佩琪peggyfb 今天講騙票搜索第二部,hate_politics
台中20歲女13樓墜中庭！送醫搶救不治,hate_politics
脆風向大轉彎 女童才是真正霸凌者,hate_politics
蔡英文：光電政策需邁向2.0再進化 　不能,hate_politics
藍白要修法把助理費匯到立委名下?,hate_politics
沈伯洋跟女兒遭遇突襲 他po出照片證實,hate_politics
8歲小孩要人死是甚麼原生家庭？,hate_politics
800頁起訴書還不夠？陳佩琪爆檢方狂丟3…,hate_politics
蔡英文復出搭檔陳其邁選2028的可能？,hate_politics
b前版主實錘是藍白粉了吧,hate_politics
國民黨今天 會告自由時報嗎,hate_politics
賴瑞榮和黃士修長好像,hate_politics
黃智賢：護航助理費除罪適合下地獄,hate_politics
影》追不上物價 薪資倒退17年,hate_politics
賴瑞榮兒子校園事件整理,hate_politics
「台灣變牆國」禁小紅書自肥選舉?館長揚言,hate_politics
龍介仙對賴瑞隆發表評論了嗎？,hate_politics
扁挺妃：用輪、用排的 該到妳,hate_politics
小紅書遭封 高嘉瑜曝民眾「最痛恨1事」：,hate_politics
gdp達8%，你各位薪資成長幾趴?,hate_politics
越南屠夫的2020跟閩南台派的精神狀態有,hate_politics
林俊憲活成妙妙姐的樣子,hate_politics
"""藍白部分綠"" vs ""賴清德""，誰贏？",hate_politics
助理的薪資?,hate_politics
今天脆怎一堆他只是八歲小孩文？,hate_politics
民進黨會修霸凌法嗎？,hate_politics
脆熱議：全班逼賴兒脫褲子 他才失控動手,hate_politics
柯文哲嗆陳佩琪：又沒叫妳一定要做飯,hate_politics
八卦熱議:下任高雄市長就是柯志恩了,hate_politics
青鳥拿蔣孝文殺人來救援？？？,hate_politics
板橋氣爆 是為了壓8歲小孩新聞嗎,hate_politics
這恐怕是青鳥希望台灣變成的樣子？,hate_politics
藍白為什麼沒叫林姿妙、高虹敢退選,hate_politics
藍白：中國產品稅率由金門人自己決定！,hate_politics
館長否認切割「只是唸對方2句」　曝黃,hate_politics
直擊／aaa音樂節票房淒涼！3樓全空畫面,hate_politics
我和深綠學妹討論一下午 賴瑞隆因該沒救,hate_politics
脆熱議：小孩是被全班霸凌,hate_politics
美國2025年國家安全戰略,hate_politics
現在就是流行選女性當市長,hate_politics
賴瑞隆開那種破爛記者會要幹嘛？,hate_politics
應曉薇女兒控禁小紅書「如極權國家」大,hate_politics
邱議瑩原本5趴，結果現在要出線了,hate_politics
中華民國是二戰戰勝國欸,hate_politics
隆兒也算是捨身救父了吧,hate_politics
林岱樺＋賴瑞隆，選正副市長有搞頭嗎？,hate_politics
是不是輪到黃國昌跳舞給大家看了?,hate_politics
認真問~賴瑞隆還有辦法安全下莊嗎?,hate_politics
被射控雷達鎖定，可以反擊嗎？,hate_politics
暴力，誰都可以挺身而出,hate_politics
賴夫人這顆未爆彈拆了嗎？,hate_politics
民進黨南部土霸王，瘋狂霸凌性騷再和解,hate_politics
中共煽動反日受挫 壽司郎上海開店盛況空,hate_politics
賴瑞隆為8歲兒落淚道歉！徐巧芯猛酸「,hate_politics
自由的鄭習會獨家,hate_politics
黑熊帶女兒散步被騷擾,hate_politics
板橋半夜氣爆 誰該負責？,hate_politics
青鳥是不是反中反到走火入魔了？,hate_politics
陳玉珍提助理費修法 國民黨內釀「茶壺風,hate_politics
小金剛穩了吧?,hate_politics
賴瑞隆是不是出局了？,hate_politics
賴為啥沒跟b板主道歉？,hate_politics
如果政黑最好板主有教好，今天會這樣嗎,hate_politics
顏寬恒疑半年前請託修法 助理費除罪化,hate_politics
中國駐日大使說自衛隊滋擾訓練,hate_politics
青鳥為何三句不離中國？,hate_politics
所以說為什麼10月不道歉呢?,hate_politics
賴兒霸凌事件受傷最重的是政黑傻b版主嗎?,hate_politics
該支持關掉ptt了吧，一堆亂源…,hate_politics
我深綠朋友因為禁小紅書而支持和平統一了,hate_politics
賴總統普發一萬讓中國老百姓破防,hate_politics
隆哥要做啥才能解套？,hate_politics
為什麼張善政一直被稱作新店市長,hate_politics
中法保鏢在馬克宏後面開戰xd,hate_politics
蔣經國放任蔣孝文在台灣殺人??比霸凌嚴重,hate_politics
賴怎麼證明女孩媽媽是真的啊？,hate_politics
民進黨帶大家回到80年代 豪不豪!,hate_politics
未成年校園霸凌 婦女票跟教師票守得住?,hate_politics
前板主算是倒在黎明前嗎？,hate_politics
兒涉霸凌賴瑞隆當面道歉！女童媽：只想,hate_politics
黃國昌會怎麼看賴兒霸凌案和解？,hate_politics
從反滲透到中天條款 看立院消失的委員會,hate_politics
說真的！我對前政黑版主非常失望,hate_politics
對方是有力人士，很難不原諒吧,hate_politics
被霸凌者的母親真的非常勇敢,hate_politics
鐘東錦、顏寬恆要不要辭去現任職務,hate_politics
青鳥的末日到了,hate_politics
藍白全是聖人吧,hate_politics
遲來的道歉 賴瑞隆還有戲嗎,hate_politics
脆上民進黨反串的網軍,hate_politics
社宅變「水濂洞」？　建物驚見大量冰柱.,hate_politics
車諾比防護罩 喪失安全功能,hate_politics
挖 larry long 要當市長了嗎,hate_politics
最大輸家是不是某b,hate_politics
藍白粉諷台灣民主是笑話 中國人神回「1,hate_politics
鏡報獨家／居住正義變「居住正億」 黃國,hate_politics
館長：我會跟柯文哲 黃國昌 鄭麗文商量,hate_politics
